מחלקה,ברקוד,פריט,ספק,01/09/2025,עלות,מחיר מכירה,כמות במלאי,כמות מינימלי,כמות מקסימלי,"סה""כ עלות","סה""כ מכירה"
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מיטאלי כסף,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,2.5,6,19,,,47.5,114
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מיטאלי כתום,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,2.5,6,20,,,50,120
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מיטאלי לילך,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,2.5,6,19,,,47.5,114
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מיטאלי סגול,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,4,8,10,,,40,80
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מיטאלי סגול,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,2.5,6,20,,,50,120
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מיטאלי פושיה,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,4,8,9,,,36,72
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מיטאלי פושיה,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,2.5,6,20,,,50,120
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מנוקד זהב אדום,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,2.5,6,20,,,50,120
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מנוקד זהב לבן,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,2.5,6,19,,,47.5,114
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מנוקד זהב לבן,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,4,8,7,,,28,56
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מנוקד זהב פושיה,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,2.5,6,20,,,50,120
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מנוקד זהב פושיה,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,4,8,9,,,36,72
אפיה ומטבח,6.92354E+12,חב' 10 יחי' סרט משיכה מנוקד זהב שחור,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,2.5,6,20,,,50,120
אפיה ומטבח,6.92354E+12,חב' 10 כוסות נייר פורים שמח מסכה זהב מיטלי,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,2.6,6,24,,,62.4,144
אפיה ומטבח,6.92354E+12,חב' 10 מפיות נייר פורים שמח מסכה זהב,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,3.5,7,24,,,84,168
אפיה ומטבח,6.92354E+12,"חב' 10 צלחות נייר 18""פורים שמח מסכה ז מיטאלי","דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,4,9,24,,,96,216
אפיה ומטבח,6.92354E+12,"חב' 10 צלחות נייר 23"" פורים שמח מסכה ז מיטאלי","דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,5,11,24,,,120,264
אפיה ומטבח,6.92354E+12,חב' 10 צלחות נייר בלונים,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,0,10,9,,,0,90
אפיה ומטבח,6.92354E+12,חב' 10 צלחות נייר בלונים,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,4.04,9,10,,,40.4,90
אפיה ומטבח,6.92354E+12,חב' 10 צלחות נייר יום הולדת,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,5.04,10,5,,,25.2,50
אפיה ומטבח,6.92354E+12,חב' 10 צלחות נייר יום הולדת,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,4.04,9,12,,,48.48,108
אפיה ומטבח,6.93026E+12,חב' 10יחי' שקית אורג' 10/15 לבן,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,3.79,8,4,,,15.16,32
אפיה ומטבח,6.92354E+12,חב' 16 מפיות נייר צורת כובע ליצן צבעוני זהב,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,3.75,8,22,,,82.5,176
אפיה ומטבח,6.92354E+12,חב' 20 שקיות צלופן משולש כובע זהב,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,5,10,7,,,35,70
אפיה ומטבח,6.92354E+12,חב' 20 שקיות צלופן משולש מסכה זהב,"דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,5,10,12,,,60,120
אפיה ומטבח,6.92354E+12,חב' 24 יחי' סרט כוכב מעורב 3 צבעים,"דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,9,18,5,,,45,90
אפיה ומטבח,6.92354E+12,"חב' 25 יחי' שק' צלופן 10/15 ס""מ","דקל יבוא ויצור דברי נוי בע""מ ",01/09/2025,0.89,3,4,0,0,3.56,12
אפיה ומטבח,6.92354E+12,חב' 25 שקיות צלופן 50*60,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,10.62,18,2,0,0,21.24,36
אפיה ומטבח,6.92354E+12,חב' 3 כף תבלינים מיני מעץ,"דקל יבוא ויצור דברי נוי בע""מ ",14/12/2025,2.77,7,28,0,0,77.56,196
אפיה ומטבח,6.92833E+12,חב' 3 שקיות אורג' + ספר תורה 13 לבן/כסף,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,9.07,16,36,,,326.52,576
אפיה ומטבח,6.92833E+12,חב' 3 שקית אורג' + ספר תורה 13 כחול,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,9.07,16,48,,,435.36,768
אפיה ומטבח,6.92833E+12,"חב' 4 נר 25 ספירלי ס""מ זהב גילטר","דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,5,12,5,,,25,60
אפיה ומטבח,6.92833E+12,"חב' 4 נר ספירלי 25 ס""מ כסף גילטר","דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,5,10,5,,,25,50
אפיה ומטבח,6.92354E+12,חב' 40 יחי' סרט כוכב מעורב 4 צבעים,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,9,18,4,,,36,72
אפיה ומטבח,6.92354E+12,חב' 40 עטרות קרטון לאפיה פורים שמח,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,7.5,14,12,,,90,168
אפיה ומטבח,6.92354E+12,חב' 50 פרחי סבון לבן,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,28.24,55,1,,,28.24,55
אפיה ומטבח,6.92833E+12,חב' 50 פרחי סבון סגול,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,28.24,55,1,,,28.24,55
אפיה ומטבח,6.92833E+12,חב' 6 נרות טפר מיטאלי אדום,"דקל יבוא ויצור דברי נוי בע""מ ",15/01/2026,12,22,5,,,60,110
אפיה ומטבח,6.92833E+12,חב' 6 נרות טפר מיטאלי זהב,"דקל יבוא ויצור דברי נוי בע""מ ",15/12/2025,12,22,5,,,60,110
אפיה ומטבח,6.92833E+12,חב' 6 נרות טפר מיטאלי כסף,"דקל יבוא ויצור דברי נוי בע""מ ",15/12/2025,12,22,5,,,60,110
אפיה ומטבח,7.80322E+12,חבקים 100 יחידות BT2.5x200mm צבע לבן,"ברייטקום בע""מ ",15/12/2025,5.9,10,8,,,47.2,80
אפיה ומטבח,7.80322E+12,חבקים 100 יחידות BT2.5x200mm צבע שחור,"ברייטקום בע""מ ",15/12/2025,5.9,10,10,,,59,100
אפיה ומטבח,7.90124E+12,חבקים 100 יחידות BT3.6x200mm צבע לבן,"ברייטקום בע""מ ",15/12/2025,5.9,10,10,,,59,100
אפיה ומטבח,7.90124E+12,חבקים 100 יחידות BT3.6x200mm צבע שחור,"ברייטקום בע""מ ",15/12/2025,5.9,10,10,,,59,100
אפיה ומטבח,7.80322E+12,חבקים 100 יחידות BT3.6x250mm צבע לבן,"ברייטקום בע""מ ",15/12/2025,11.8,10,5,,,59,50
אפיה ומטבח,7.90124E+12,חבקים 100 יחידות BT3.6x300mm צבע לבן,"ברייטקום בע""מ ",15/12/2025,11.8,10,3,,,35.4,30
אפיה ומטבח,7.90124E+12,חבקים 100 יחידות BT3.6x300mm צבע שחור,"ברייטקום בע""מ ",15/12/2025,11.8,10,4,,,47.2,40
אפיה ומטבח,7.90124E+12,חבקים 100 יחידות BT3.6x370mm צבע לבן,"ברייטקום בע""מ ",01/09/2025,11.8,1,5,,,59,5
אפיה ומטבח,7.90124E+12,חבקים 100 יחידות BT3.6x370mm צבע שחור,"ברייטקום בע""מ ",01/09/2025,11.8,10,7,,,82.6,70
אפיה ומטבח,7.29001E+12,"חומץ בלסמי 5% 500 מ""ל",נאמן לאורך זמן ,01/09/2025,15.93,22,9,0,0,143.37,198
אפיה ומטבח,7.29001E+12,"חומץ תפוחים 800 מ""ל בקבוק זכוכית",נאמן לאורך זמן ,13/01/2026,9.2,14,12,0,0,110.4,168
אפיה ומטבח,7.29001E+12,חומצה אצטית 1 ליטר 5%,נאמן לאורך זמן ,13/01/2026,3.54,7,9,0,0,31.86,63
אפיה ומטבח,7.29002E+12,חותכן דולפין (ארוז 10),דולפין יבוא ושיווק ,13/01/2026,4.13,8,3,,,12.39,24
אפיה ומטבח,7.29002E+12,חותכן דינוזאור 2 (ארוז 10),דולפין יבוא ושיווק ,13/01/2026,4.13,8,3,,,12.39,24
אפיה ומטבח,7.29002E+12,חותכן מכונית (ארוז 10),דולפין יבוא ושיווק ,13/01/2026,4.13,8,3,,,12.39,24
אפיה ומטבח,7.29002E+12,חותכן סוכריה (ארוז 10),דולפין יבוא ושיווק ,01/09/2025,4.13,8,3,,,12.39,24
אפיה ומטבח,7.29002E+12,חותכן תו נגינה (ארוז 10),דולפין יבוא ושיווק ,11/01/2026,4.13,8,3,,,12.39,24
אפיה ומטבח,7.29001E+12,חמאת בוטנים אדום במרקם חלק 510 גר',נאמן לאורך זמן ,04/01/2026,8.02,15,23,0,0,184.46,345
אפיה ומטבח,7.29012E+12,"חמסה דקורטיבית לתליה 14.5*10 ס""מ","י.סולומון חוויה שבכלי בע""מ",04/01/2026,11.21,20,31,,,347.51,620
אפיה ומטבח,7.29001E+12,טארט אישי עגול מתוק 50 מ'מ,"רות פטיפורים בע""מ",04/01/2026,20.11,35,239,,,4806.29,8365
אפיה ומטבח,7.29001E+12,"טארט אישי פרח מתוק 50 מ""מ","רות פטיפורים בע""מ",21/12/2025,20.11,35,240,,,4826.4,8400
אפיה ומטבח,7.29001E+12,"טארט פרימיום מרובע מתוק 45/45 ס""מ","רות פטיפורים בע""מ",13/01/2026,24.07,40,240,,,5776.8,9600
אפיה ומטבח,7.29E+12,טוסטר לחיצה משולשים 750 W,"חשמל על מ.ד בע""מ ",13/01/2026,54.28,95,2,,,108.56,190
אפיה ומטבח,7.29062E+12,טופר 7 כדורים לקישוט עוגה כסף,דולפין יבוא ושיווק ,13/01/2026,5.78,10,10,,,57.8,100
אפיה ומטבח,7.29062E+12,"טופר לעוגה 5 בלונים 2.2 ס""מ",דולפין יבוא ושיווק ,13/01/2026,5.78,12,10,,,57.8,120
אפיה ומטבח,7.29062E+12,"טופר לעוגה סוכריה 5 ס""מ",דולפין יבוא ושיווק ,13/01/2026,6.96,14,12,,,83.52,168
אפיה ומטבח,7.29062E+12,"טופר קשת בענן 6.5*9.5 ס""מ",דולפין יבוא ושיווק ,01/09/2025,8.85,16,10,,,88.5,160
אפיה ומטבח,7.29062E+11,"טופר שחקני כדורגל ג15. ס""מ",דולפין יבוא ושיווק ,01/09/2025,5.9,11,12,,,70.8,132
אפיה ומטבח,7.29002E+12,"טורטיה בסיס לפיצה 27 ס""מ 4 י'ח",נאמן לאורך זמן ,01/09/2025,10.38,15,17,0,0,176.46,255
אפיה ומטבח,7.29002E+12,טורטילה חטיף ירקות צ'יפס ברביקיו,נאמן לאורך זמן ,29/12/2025,7.67,10,13,0,0,99.71,130
אפיה ומטבח,7.29002E+12,טורטילה חטיף צ'יפס סלק 60 גר,נאמן לאורך זמן ,29/12/2025,7.67,10,10,0,0,76.7,100
אפיה ומטבח,7.29001E+12,טיפטופים ורוד,"המרשלג  פרלינס בע""מ ",29/12/2025,8.73,16,5,,,43.65,80
אפיה ומטבח,7.29001E+12,טיפטופים כחול,"המרשלג  פרלינס בע""מ ",29/12/2025,8.73,16,6,,,52.38,96
אפיה ומטבח,7.29001E+12,טיפטופים נסיכות,"המרשלג  פרלינס בע""מ ",29/12/2025,8.73,16,6,,,52.38,96
אפיה ומטבח,7.29001E+12,טיפטופים פנטזיה,"המרשלג  פרלינס בע""מ ",29/12/2025,8.73,16,5,,,43.65,80
אפיה ומטבח,7.29E+12,טיפטופים צבעוני,"המרשלג  פרלינס בע""מ ",01/09/2025,8.73,16,5,,,43.65,80
אפיה ומטבח,7.29001E+12,טיפי לבן,"המרשלג  פרלינס בע""מ ",01/09/2025,8.73,16,6,,,52.38,96
אפיה ומטבח,7.29001E+12,"טלק ריחני 200 גרם סמ""ק",נאמן לאורך זמן ,01/09/2025,10.5,15,24,0,0,252,360
אפיה ומטבח,7.2901E+12,טמפורה אבקה להכנה 500 גר',נאמן לאורך זמן ,01/09/2025,8.55,14,4,0,0,34.2,56
אפיה ומטבח,7.29012E+12,"י-מגש עגול קוטר 41 ס""מ גובה 3 סמ","נ.ש.מ יבוא שיווק והפצה בע""מ ",01/09/2025,6.96,12,42,,,292.32,504
אפיה ומטבח,7.29E+12,יא- וינטג' מגש אובלי עמוק  נצנצים כסף,"נ.ש.מ יבוא שיווק והפצה בע""מ ",29/12/2025,3.98,8,7,,,27.86,56
אפיה ומטבח,7.29011E+12,יא- לייט וינטג' צלחת בינונית נצנצים,"נ.ש.מ יבוא שיווק והפצה בע""מ ",01/09/2025,6.64,12,24,,,159.36,288
אפיה ומטבח,7.29001E+12,יום הולדת מתנה,"המרשלג  פרלינס בע""מ ",01/09/2025,20.53,35,4,,,82.12,140
אפיה ומטבח,7.29011E+12,כ- זוג כפות הגשה וינטג נצנצים כסף,"נ.ש.מ יבוא שיווק והפצה בע""מ ",26/01/2026,1.77,5,13,,,23.01,65
אפיה ומטבח,7.29011E+12,כ- נצנצים כסף וינטג' כף *10 יח,"נ.ש.מ יבוא שיווק והפצה בע""מ ",10/12/2025,2.21,4,61,,,134.81,244
אפיה ומטבח,7.29002E+12,כביסכל 2 ליטר ספא BIO,"א.ד שיווק מבשמים בע""מ ",22/12/2025,31.74,40,16,,,507.84,640
אפיה ומטבח,7.29002E+12,כביסכל 2 ליטר ספורט BIO,"א.ד שיווק מבשמים בע""מ ",01/09/2025,32.92,48,16,,,526.72,768
אפיה ומטבח,7.29012E+12,"כד מדידה 500 מ""ל","פעמית תבניכל שיווק בע""מ ",14/01/2026,2.6,8,30,,,78,240
אפיה ומטבח,7.29E+12,כדורי שוקולד אבקה להכנה 500 גר',נאמן לאורך זמן ,01/02/2026,14.04,20,3,0,0,42.12,60
אפיה ומטבח,7.29012E+12,כוורת עץ 4 תאים שחור,"סקטור אפיקים בע""מ ",03/09/2025,90.86,155,1,,,90.86,155
אפיה ומטבח,7.2901E+12,כוננית עץ 3 מדפים בצבע לבן משולש,"י.סולומון חוויה שבכלי בע""מ",03/09/2025,48.38,90,4,,,193.52,360
אפיה ומטבח,7.29002E+12,כוס 10 OZ עגולה שקופה 20 יחי',"מחטף יבוא ושיווק בע""מ ",19/01/2026,5.78,12,12,,,69.36,144
אפיה ומטבח,8.35811E+11,כוס מרובעת 10OZ 20 יח,"הנמל אריזות ושיווק 1984 בע""מ ",09/12/2025,7.43,12,42,,,312.06,504
אפיה ומטבח,7.29002E+12,כוס מרוקאית 300 CC אר' 40 יחי,"דנטס אריזות בע""מ",09/12/2025,3.78,8,121,,,457.38,968
אפיה ומטבח,7.29001E+12,כוס נייר חם 10OZ,"ענבוסי בכר בע""מ ",02/09/2025,4.13,8,8,,,33.04,64
אפיה ומטבח,7.29001E+12,כוס נייר חם 12OZ,"ענבוסי בכר בע""מ ",09/02/2026,5.31,10,43,,,228.33,430
אפיה ומטבח,7.29002E+12,כוס פירות שקוף 20 יחי' 9OZ,"מחטף יבוא ושיווק בע""מ ",18/12/2025,6.84,12,45,,,307.8,540
אפיה ומטבח,7.29012E+12,כוס פלסטיק עם קשית הלו קיטי קשת,שמחה זה אנחנו,18/12/2025,3.53,7,12,,,42.36,84
אפיה ומטבח,7.29012E+12,כוס פלסטיק עם קשית מיני צבעי הקשת,שמחה זה אנחנו,09/02/2026,3.53,7,9,,,31.77,63
אפיה ומטבח,7.29012E+12,כוס פלסטיק עם קשית מפרץ הרפתקאות,שמחה זה אנחנו,18/12/2025,3.53,7,9,,,31.77,63
אפיה ומטבח,7.29012E+12,כוס פלסטיק עם קשית סטיץ פסטלי,שמחה זה אנחנו,02/09/2025,3.53,7,12,,,42.36,84
אפיה ומטבח,7.29012E+12,כוס פלסטיק עם קשית סמי הכבאי,שמחה זה אנחנו,01/09/2025,3.53,7,11,,,38.83,77
אפיה ומטבח,7.29002E+12,כוס שוט 2 OZ 30 יח,"מחטף יבוא ושיווק בע""מ ",03/09/2025,6.14,15,43,,,264.02,645
אפיה ומטבח,8.35811E+11,כוס שמפניה מהודר 12 יחי',"הנמל אריזות ושיווק 1984 בע""מ ",31/12/2025,5.31,12,5,0,0,26.55,60
אפיה ומטבח,7.29002E+12,כוס שקופה נצנץ זהב 10OZ 18 יח,"מחטף יבוא ושיווק בע""מ ",18/12/2025,5.78,12,51,,,294.78,612
אפיה ומטבח,7.29001E+12,כוס שתיה חמה 8B בראבו,"משי תעשיות פלסטיק בע""מ ",21/12/2025,2.12,4,1600,,,3392,6400
אפיה ומטבח,7.29012E+12,כוס שתיה עם קשית ופונפונים ודמות סטיץ,שמחה זה אנחנו,01/09/2025,16.4,28,3,,,49.2,84
אפיה ומטבח,7.29001E+12,כוסות חלאקה 10 יחי',"נ.ש.מ יבוא שיווק והפצה בע""מ ",14/12/2025,4.6,9,20,,,92,180
אפיה ומטבח,7.29011E+12,כוסות יהלום אר' 40,"פעמית תבניכל שיווק בע""מ ",04/01/2026,4.01,8,25,0,0,100.25,200
אפיה ומטבח,7.29E+12,כוסות יין 50 יחי',"הנמל אריזות ושיווק 1984 בע""מ ",02/09/2025,1.77,3,40,,,70.8,120
אפיה ומטבח,8.35811E+11,כוסות לחים מרובע 24 יחי',"הנמל אריזות ושיווק 1984 בע""מ ",31/12/2025,2.6,5,36,,,93.6,180
אפיה ומטבח,5.87693E+12,"כוסות ליקר כ 30 סמ""ק 50 יח'","מחטף יבוא ושיווק בע""מ ",25/01/2026,2.71,6,93,,,252.03,558
אפיה ומטבח,7.29E+12,כוסות לשתייה חמה 4OZ,מנורה ,01/09/2025,1.89,5,8,,,15.12,40
אפיה ומטבח,7.29002E+12,כוסות מיני מיקס צבעים,"נ.ש.מ יבוא שיווק והפצה בע""מ ",21/12/2025,2.36,4,98,,,231.28,392
אפיה ומטבח,5.20118E+12,"כוסות נייר 200 מ""ל 8 יחי' סטיץ",שמחה זה אנחנו,01/09/2025,5.78,9,2,0,0,11.56,18
אפיה ומטבח,7.29012E+12,כוסות נייר בת מצווה 12 ורוד +רוז גולד,"נ.ש.מ יבוא שיווק והפצה בע""מ ",31/12/2025,4.25,8,20,,,85,160
אפיה ומטבח,8.35811E+11,כוסות קרטון  50 יחי' 10 OZ,"הנמל אריזות ושיווק 1984 בע""מ ",01/09/2025,7.08,10,21,0,0,148.68,210
אפיה ומטבח,6.93493E+11,"כוסות שתיה קרה/בירה 40 יחי' 330 מ""ל",מנורה ,01/09/2025,2.12,6,100,,,212,600
אפיה ומטבח,44164298477,כוסיות לנרונים בלי רגל,מנורה ,05/02/2026,1.3,3,43,0,0,55.9,129
אפיה ומטבח,44164299856,כוסיות לנרונים עם רגל,מנורה ,05/02/2026,1.3,4,45,0,0,58.5,180
אפיה ומטבח,7.29011E+12,כיף לגבר אצות ים 3 ב-,"החברה הדרומית לשיווק בע""מ ",01/09/2025,8.02,13,11,,,88.22,143
אפיה ומטבח,7.29011E+12,כיף שמפו ומרכך 700,"החברה הדרומית לשיווק בע""מ ",10/12/2025,8.02,13,12,,,96.24,156
אפיה ומטבח,6.92833E+12,כלי פלסטיק בצורת מנורה,"דקל יבוא ויצור דברי נוי בע""מ ",13/01/2026,0.91,10,58,0,0,52.78,580
אפיה ומטבח,7.10255E+12,כף אשפה עומד מתקפל ניאון,"רוי מרקטינג יבוא בע""מ ",07/09/2025,8.85,15,16,,,141.6,240
